id_multidata,name,receptor,receptor_desc,other,other_desc,secreted_highlight,secreted_desc,transmembrane,secreted,peripheral,integrin,is_complex
106,O60895,True,,False,,False,,True,False,False,False,False
107,O60896,True,,False,,False,,True,False,False,False,False
108,O75051,False,,False,,False,,True,False,False,False,False
109,O75084,True,,False,,False,,True,False,False,False,False
110,O75093,False,,False,,False,,False,True,False,False,False
111,O75096,True,,False,,False,,True,False,False,False,False
112,O75144,False,,False,,False,,True,False,False,False,False
113,O75197,True,,False,,False,,True,False,False,False,False
114,O75326,False,,False,,False,,True,False,False,False,False
115,O75473,True,,False,,False,,True,False,False,False,False
116,O75509,True,TNF_receptor_add,False,,False,,True,False,False,False,False
117,O75578,True,,False,,False,,True,False,False,False,False
118,O75581,True,,False,,False,,True,False,False,False,False
119,O75610,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
120,O75888,False,,False,,True,Cytokine,False,True,False,False,False
121,O94813,False,,False,,False,,False,True,False,False,False
122,O94907,False,,False,,False,,False,True,False,False,False
123,O95136,True,,False,,False,,True,False,False,False,False
124,O95150,False,,False,,True,Cytokine,True,True,False,False,False
125,O95185,True,,False,,False,,True,False,False,False,False
126,O95256,True,Cytokine_receptor_add,False,,False,,True,False,False,False,False
127,O95264,True,,False,,False,,True,False,False,False,False
128,O95390,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
129,O95393,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
130,O95399,False,,False,,True,Hormone,False,True,False,False,False
131,O95407,False,,False,,False,,False,True,False,False,False
132,O95631,False,,False,,False,,False,True,False,False,False
133,O95715,False,,False,,True,Cytokine,False,True,False,False,False
134,O95727,False,,False,,False,,True,False,False,False,False
135,O95750,False,,False,,True,Growthfactor,False,True,False,False,False
136,O95760,False,,False,,True,Cytokine,False,True,False,False,False
137,O95800,True,,False,,False,,True,False,False,False,False
138,O95813,False,,False,,True,Cytokine,False,True,False,False,False
139,O95838,True,,False,,False,,True,False,False,False,False
140,O95971,True,,False,,False,,True,False,False,False,False
141,O95972,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
142,O96014,False,,False,,True,CellSignal_WNT,False,True,False,False,False
143,P00533,True,Estrogen_receptor_add,False,,False,,True,True,False,False,False
144,P00734,False,,False,,False,,False,True,False,False,False
145,P00742,False,,False,,False,,False,True,False,False,False
146,P00747,False,,False,,False,,False,True,False,False,False
147,P00749,False,,False,,False,,False,True,False,False,False
148,P00797,False,,False,,False,,False,True,False,False,False
149,P01019,False,,False,,False,,False,True,False,False,False
150,P01024,False,,False,,False,,False,True,False,False,False
151,P01031,False,,False,,False,,False,True,False,False,False
152,P01042,False,,False,,False,,False,True,False,False,False
153,P01127,False,,False,,True,Growthfactor,False,True,False,False,False
154,P01133,False,,False,,True,Growthfactor,False,True,False,False,False
155,P01135,False,,False,,True,Growthfactor,True,True,False,False,False
156,P01137,False,,False,,True,Growthfactor,False,True,False,False,False
157,P01138,False,,False,,True,Growthfactor,False,True,False,False,False
158,P01148,False,,False,,True,Hormone,False,True,False,False,False
159,P01160,False,,False,,True,Hormone,False,True,False,False,False
160,P01178,False,,False,,True,Hormone,False,True,False,False,False
161,P01185,False,,False,,True,Hormone,False,True,False,False,False
162,P01189,False,,False,,True,Hormone,False,True,False,False,False
163,P01210,False,,False,,False,,False,True,False,False,False
164,P01213,False,,False,,False,,False,True,False,False,False
165,P01222,False,,False,,True,Hormone,False,True,False,False,False
166,P01225,False,,False,,True,Hormone,False,True,False,False,False
167,P01229,False,,False,,True,Hormone,False,True,False,False,False
168,P01236,False,,False,,True,Hormone,False,True,False,False,False
169,P01241,False,,False,,True,Hormone,False,True,False,False,False
170,P01242,False,,False,,True,Hormone,False,True,False,False,False
171,P01258,False,,False,,True,Hormone,False,True,False,False,False
172,P01266,False,,False,,True,Hormone,False,True,False,False,False
173,P01270,False,,False,,True,Hormone,False,True,False,False,False
174,P01275,False,,False,,True,Hormone,False,True,False,False,False
175,P01282,False,,False,,True,Hormone,False,True,False,False,False
176,P01286,False,,False,,False,,False,True,False,False,False
177,P01308,False,,False,,True,Hormone,False,True,False,False,False
178,P01344,False,,False,,True,Growthfactor | Hormone,False,True,False,False,False
179,P01350,False,,False,,True,Hormone,False,True,False,False,False
180,P01374,False,,False,,True,Cytokine,False,True,False,False,False
181,P01375,False,,False,,True,Cytokine,True,True,False,False,False
182,IFNA1,False,,False,,True,Cytokine,False,True,False,False,False
183,P01563,False,,False,,True,Cytokine,False,True,False,False,False
184,P01566,False,,False,,True,Cytokine,False,True,False,False,False
185,P01567,False,,False,,True,Cytokine,False,True,False,False,False
186,P01568,False,,False,,True,Cytokine,False,True,False,False,False
187,P01569,False,,False,,True,Cytokine,False,True,False,False,False
188,P01570,False,,False,,True,Cytokine,False,True,False,False,False
189,P01571,False,,False,,True,Cytokine,False,True,False,False,False
190,P01574,False,,False,,True,Cytokine,False,True,False,False,False
191,P01579,False,,False,,True,Cytokine,False,True,False,False,False
192,P01583,False,,False,,True,Cytokine,False,True,False,False,False
193,P01584,False,,False,,True,Cytokine,False,True,False,False,False
194,P01588,False,,False,,True,Hormone,False,True,False,False,False
195,P01589,True,Cytokine_receptor_add,False,,False,,True,False,False,False,False
196,P01732,True,,False,,False,,True,True,False,False,False
197,P02452,False,,False,,False,,False,True,False,False,False
198,P02458,False,,False,,False,,False,True,False,False,False
199,P02461,False,,False,,False,,False,True,False,False,False
200,P02462,False,,False,,False,,False,True,False,False,False
201,P02647,False,,False,,False,,False,True,False,False,False
202,P02649,False,,False,,False,,False,True,False,False,False
203,P02652,False,,False,,False,,False,True,False,False,False
204,P02671,False,,False,,False,,False,True,False,False,False
205,P02675,False,,False,,False,,False,True,False,False,False
206,P02679,False,,False,,False,,False,True,False,False,False
207,P02708,True,,False,,False,,True,False,False,False,False
208,P02751,False,,False,,False,,False,True,False,False,False
209,P02753,False,,False,,False,,False,True,False,False,False
210,P02768,False,,False,,False,,False,True,False,False,False
211,P02775,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
212,P02776,False,,False,,True,Cytokine,False,True,False,False,False
213,P02778,False,,False,,True,Cytokine,False,True,False,False,False
214,P02786,True,,False,,False,,True,True,False,False,False
215,P02787,False,,False,,False,,False,True,False,False,False
216,P03971,False,,False,,True,Growthfactor,False,True,False,False,False
217,P04004,False,,False,,False,,False,True,False,False,False
218,P04070,False,,False,,False,,False,True,False,False,False
219,P04083,False,,False,,False,,False,True,True,False,False
220,P04085,False,,False,,True,Growthfactor,False,True,False,False,False
221,P04090,False,,False,,True,Hormone,False,True,False,False,False
222,P04114,False,,False,,False,,False,True,False,False,False
223,P04141,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
224,P04216,False,,False,,False,,True,False,False,False,False
225,P04233,True,Cytokine_receptor,False,,False,,True,False,False,False,False
226,P04275,False,,False,,False,,False,True,False,False,False
227,P04626,True,https://www.ncbi.nlm.nih.gov/pubmed/22505611,False,,False,,True,False,False,False,False
228,P04628,False,,False,,True,CellSignal_WNT,False,True,False,False,False
229,P04629,True,,False,,False,,True,False,False,False,False
230,P05000,False,,False,,True,Cytokine,False,True,False,False,False
231,P05013,False,,False,,True,Cytokine,False,True,False,False,False
232,P05014,False,,False,,True,Cytokine,False,True,False,False,False
233,P05015,False,,False,,True,Cytokine,False,True,False,False,False
234,P05019,False,,False,,True,Growthfactor,False,True,False,False,False
235,P05067,False,,False,,False,,True,False,False,False,False
236,P05106,True,,False,,False,,True,False,False,False,False
237,P05107,True,,False,,False,,True,False,False,False,False
238,P05111,False,,False,,True,Growthfactor | Hormone,False,True,False,False,False
239,P05112,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
240,P05113,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
241,P05230,False,,False,,True,Growthfactor,False,True,False,False,False
242,P05231,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
243,P05362,True,,False,,False,,True,False,False,False,False
244,P05556,True,,False,,False,,True,False,False,False,False
245,P05997,False,,False,,False,,False,True,False,False,False
246,P06213,True,,False,,False,,True,False,False,False,False
247,P06239,False,,False,,False,,True,False,False,False,False
248,P06307,False,,False,,True,Hormone,False,True,False,False,False
249,P06729,True,,False,,False,,True,False,False,False,False
250,P06731,False,,False,,False,,True,False,False,False,False
251,P06734,True,,False,,False,,True,True,False,False,False
252,P06756,True,,False,,False,,True,False,False,False,False
253,P06850,False,,False,,True,Hormone,False,True,False,False,False
254,P07204,True,,False,,False,,True,False,False,False,False
255,P07237,False,,False,,False,,False,False,True,False,False
256,P07333,True,,False,,False,,True,False,False,False,False
257,P07359,False,,False,,False,,True,False,False,False,False
258,P07492,False,,False,,False,,False,True,False,False,False
259,P07550,True,,False,,False,,True,False,False,False,False
260,P07602,False,,False,,False,,False,True,False,False,False
261,P07949,False,,False,,False,,True,False,False,False,False
262,P07996,False,,False,,False,,False,False,True,False,False
263,P08069,True,,False,,False,,True,False,False,False,False
264,P08123,False,,False,,False,,False,True,False,False,False
265,P08138,True,TNF_receptor_add,False,,False,,True,False,False,False,False
266,P08172,True,,False,,False,,True,False,False,False,False
267,P08173,True,,False,,False,,True,False,False,False,False
268,P08174,True,,False,,False,,True,True,False,False,False
269,P08253,False,,False,,False,,False,True,False,False,False
270,P08476,False,,False,,True,Growthfactor | Hormone,False,True,False,False,False
271,P08514,True,,False,,False,,True,False,False,False,False
272,P08572,False,,False,,False,,False,True,False,False,False
273,P08575,False,,False,FALSE,False,,True,False,False,False,False
274,P08581,True,,False,,False,,True,False,False,False,False
275,P08588,True,,False,,False,,True,False,False,False,False
276,P08620,False,,False,,True,Growthfactor,False,True,False,False,False
277,P08648,True,,False,,False,,True,False,False,False,False
278,P08700,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
279,P08887,True,Cytokine_receptor_add,False,,True,Cytokine,True,True,False,False,False
280,P08908,True,,False,,False,,True,False,False,False,False
281,P08912,True,,False,,False,,True,False,False,False,False
282,P08913,True,,False,,False,,True,False,False,False,False
283,P08949,False,,False,,False,,False,True,False,False,False
284,P09038,False,,False,,True,Growthfactor,False,True,False,False,False
285,P09172,False,,False,,False,,False,True,False,False,False
286,P09326,False,,False,,False,,True,False,False,False,False
287,P09341,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
288,P09529,False,,False,,True,Growthfactor | Hormone,False,True,False,False,False
289,P09544,False,,False,,True,CellSignal_WNT,False,True,False,False,False
290,P09603,False,,False,,True,Growthfactor | Cytokine,True,True,False,False,False
291,P09619,True,,False,,False,,True,False,False,False,False
292,P09681,False,,False,,True,Hormone,False,True,False,False,False
293,P09683,False,,False,,True,Hormone,False,True,False,False,False
294,P09917,False,,False,,False,,False,False,False,False,False
295,P09919,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
296,P0C0L4,False,,False,,False,,False,True,False,False,False
297,P0C0P6,False,,False,,False,,False,True,False,False,False
298,P0CG37,False,,False,,False,,True,True,False,False,False
299,P0DJI8,False,,False,,False,,False,True,False,False,False
300,P0DMC3,False,,False,,True,Hormone,False,True,False,False,False
301,P0DMS8,True,,False,,False,,True,False,False,False,False
302,P10092,False,,False,,True,Hormone,False,True,False,False,False
303,P10145,False,,False,,True,Cytokine,False,True,False,False,False
304,P10147,False,,False,,True,Cytokine,False,True,False,False,False
305,P10451,False,,False,,True,Cytokine,False,True,False,False,False
306,P10600,False,,False,,True,Growthfactor | Cytokine,True,True,False,False,False
307,P10721,True,,False,,False,,True,False,False,False,False
308,P10747,False,,False,,False,,True,False,False,False,False
309,P10767,False,,False,,True,Growthfactor,False,True,False,False,False
310,P10909,False,,False,,False,,False,True,False,False,False
311,P10912,True,Hormone_receptor_add,False,,False,,True,True,False,False,False
312,P10966,True,,False,,False,,True,True,False,False,False
313,P10997,False,,False,,True,Hormone,False,True,False,False,False
314,P11047,False,,False,,False,,False,True,False,False,False
315,P11215,True,,False,,False,,True,False,False,False,False
316,P11229,True,,False,,False,,True,False,False,False,False
317,P11274,False,,False,,False,,True,False,False,False,False
318,P11362,True,,False,,False,,True,False,False,False,False
319,P11487,False,,False,,True,Growthfactor,False,True,False,False,False
320,P11717,True,,False,,False,,True,False,False,False,False
321,P12034,False,,False,,True,Growthfactor,False,True,False,False,False
322,P12107,False,,False,,False,,False,True,False,False,False
323,P12109,False,,False,,False,,False,True,False,False,False
324,P12110,False,,False,,False,,False,True,False,False,False
325,P12111,False,,False,,False,,False,True,False,False,False
326,P12272,False,,False,,True,Hormone,False,True,False,False,False
327,P12643,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
328,P12644,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
329,P12830,False,,False,,False,,True,False,False,False,False
330,P12872,False,,False,,True,Hormone,False,True,False,False,False
331,P13224,False,,False,,False,,True,False,False,False,False
332,P13232,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
333,P13236,False,,False,,True,Cytokine,False,True,False,False,False
334,P13385,False,,False,,False,,True,False,False,False,False
335,P13500,False,,False,,True,Cytokine,False,True,False,False,False
336,P13501,False,,False,,True,Cytokine,False,True,False,False,False
337,P13591,True,,False,,False,,True,True,False,False,False
338,P13598,False,,False,,False,,True,False,False,False,False
339,P13612,True,,False,,False,,True,False,False,False,False
340,P13688,False,,False,,False,,True,True,False,False,False
341,P13725,False,,False,,True,Cytokine,False,True,False,False,False
342,P13747,False,,False,,False,,True,False,False,False,False
343,P13942,False,,False,,False,,False,True,False,False,False
344,P13945,True,,False,,False,,True,False,False,False,False
345,P14151,False,,False,,False,,True,False,False,False,False
346,P14209,False,,False,,False,,True,False,False,False,False
347,P14210,False,,False,,True,Growthfactor,False,True,False,False,False
348,P14416,True,,False,,False,,True,False,False,False,False
349,P14555,False,,False,,False,,False,True,True,False,False
350,P14778,True,Cytokine_receptor_add,False,,True,Cytokine,True,True,False,False,False
351,P14784,True,Cytokine_receptor_add,False,,False,,True,False,False,False,False
352,P15018,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
353,P15151,True,,False,,False,,True,True,False,False,False
354,P15248,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
355,P15260,True,Interferon_receptor_add,False,,False,,True,False,False,False,False
356,P15311,False,,False,,False,,False,False,True,False,False
357,P15509,True,Cytokine_receptor_add,False,,False,,True,True,False,False,False
358,P15514,False,,False,,True,Growthfactor,False,True,False,False,False
359,P15529,True,,False,,False,,True,False,False,False,False
360,P15692,False,,False,,True,Growthfactor,False,True,False,False,False
361,P15813,False,,False,,False,,True,False,False,False,False
362,P16066,True,,False,,False,,True,False,False,False,False
363,P16070,True,Cytokine_receptor,False,,False,,True,False,False,False,False
364,P16109,False,,False,,False,,True,False,False,False,False
365,P16144,True,,False,,False,,True,False,False,False,False
366,P16150,False,,False,FALSE,False,,True,False,False,False,False
367,P16234,True,growth factor receptor,False,,False,,True,False,False,False,False
368,P16284,True,Inflammation,False,,False,,True,False,False,False,False
369,P16410,False,,False,,False,,True,False,False,False,False
370,P16444,False,,False,,False,,True,False,False,False,False
371,P16471,True,Hormone_receptor_add,False,,False,,True,True,False,False,False
372,P16473,True,,False,,False,,True,False,False,False,False
373,P16581,False,,False,,False,,True,False,False,False,False
374,P16619,False,,False,,True,Cytokine,False,True,False,False,False
375,P16671,True,,False,,False,,True,False,False,False,False
376,P16871,True,Cytokine_receptor_add,False,,True,Cytokine,True,True,False,False,False
377,P17181,True,Interferon_receptor_add,False,,False,,True,False,False,False,False
378,P17301,True,,False,,False,,True,False,False,False,False
379,P17787,True,,False,,False,,True,False,False,False,False
380,P17931,False,,False,,False,,False,True,False,False,False
381,P17936,False,,False,,False,,False,True,False,False,False
382,P17948,True,,False,,False,,True,True,False,False,False
383,P18075,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
384,P18084,True,,False,,False,,True,False,False,False,False
385,P18089,True,,False,,False,,True,False,False,False,False
386,P18509,False,,False,,True,Hormone,False,True,False,False,False
387,P18510,False,,False,,True,Cytokine,False,True,False,False,False
388,P18564,True,,False,,False,,True,False,False,False,False
389,P18627,False,,False,,False,,True,False,False,False,False
390,P18825,True,,False,,False,,True,False,False,False,False
391,P19022,False,,False,,False,,True,False,False,False,False
392,P19235,True,Cytokine_receptor_add,False,,False,,True,True,False,False,False
393,P19256,False,,False,,False,,True,False,False,False,False
394,P19320,False,,False,,False,,True,False,False,False,False
395,P19438,True,TNF_receptor_add,False,,False,,True,True,False,False,False
396,P19440,False,,False,,False,,True,False,False,False,False
397,P19875,False,,False,,True,Cytokine,False,True,False,False,False
398,P19876,False,,False,,True,Cytokine,False,True,False,False,False
399,P20023,True,,False,,False,,True,False,False,False,False
400,P20273,True,,False,,False,,True,False,False,False,False
401,P20292,False,,False,,False,,False,False,False,False,False
402,P20309,True,,False,,False,,True,False,False,False,False
403,P20333,True,TNF_receptor_add,False,,False,,True,True,False,False,False
404,P20366,False,,False,,False,,False,True,False,False,False
405,P20382,False,,False,,True,Hormone,False,True,False,False,False
406,P20396,False,,False,,True,Hormone,False,True,False,False,False
407,P20701,True,,False,,False,,True,False,False,False,False
408,P20702,True,,False,,False,,True,False,False,False,False
409,P20783,False,,False,,True,Growthfactor,False,True,False,False,False
410,P20809,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
411,P20827,False,,False,,False,,True,True,False,False,False
412,P20849,False,,False,,False,,False,True,False,False,False
413,P20908,False,,False,,False,,False,True,False,False,False
414,P21246,False,,False,,True,Growthfactor,False,True,False,False,False
415,P21452,True,,False,,False,,True,False,False,False,False
416,P21462,True,,False,,False,,True,False,False,False,False
417,P21554,True,,False,,False,,True,False,False,False,False
418,P21583,False,,False,,True,Growthfactor,True,True,False,False,False
419,P21709,True,,False,,False,,True,False,False,False,False
420,P21728,True,,False,,False,,True,False,False,False,False
421,P21730,True,,False,,False,,True,False,False,False,False
422,P21731,True,,False,,False,,True,False,False,False,False
423,P21741,False,,False,,True,Growthfactor,False,True,False,False,False
424,P21781,False,,False,,True,Growthfactor,False,True,False,False,False
425,P21802,True,,False,,True,Growthfactor,True,True,False,False,False
426,P21854,False,,False,,False,,True,False,False,False,False
427,P21860,True,,False,,False,,True,True,False,False,False
428,P21917,True,,False,,False,,True,False,False,False,False
429,P21918,True,,False,,False,,True,False,False,False,False
430,P22003,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
431,P22004,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
432,P22223,False,,False,,False,,True,False,False,False,False
433,P22301,False,,False,,True,Cytokine,False,True,False,False,False
434,P22362,False,,False,,True,Cytokine,False,True,False,False,False
435,P22455,True,,False,,True,Growthfactor,True,True,False,False,False
436,P22466,False,,False,,True,Hormone,False,True,False,False,False
437,P22607,True,,False,,True,Growthfactor,True,True,False,False,False
438,P22888,True,,False,,False,,True,False,False,False,False
439,P22897,True,,False,,False,,True,False,False,False,False
440,P23229,True,,False,,False,,True,False,False,False,False
441,P23471,False,,False,,False,,True,True,False,False,False
442,P23510,False,,False,,False,,True,False,False,False,False
443,P23560,False,,False,,True,Growthfactor,False,True,False,False,False
444,P23945,True,,False,,False,,True,False,False,False,False
445,P24394,True,Cytokine_receptor_add,False,,True,Cytokine,True,True,False,False,False
446,P24821,False,,False,,False,,False,True,False,False,False
447,P25021,True,,False,,False,,True,False,False,False,False
448,P25024,True,Chemokine_receptor CXCR_add,False,,False,,True,False,False,False,False
449,P25025,True,Chemokine_receptor CXCR_add,False,,False,,True,False,False,False,False
450,P25067,False,,False,,False,,False,True,False,False,False
451,P25089,True,,False,,False,,True,False,False,False,False
452,P25090,True,,False,,False,,True,False,False,False,False
453,P25100,True,,False,,False,,True,False,False,False,False
454,P25103,True,,False,,False,,True,False,False,False,False
455,P25445,True,TNF_receptor_add,False,,False,,True,True,False,False,False
456,P25942,True,TNF_receptor_add,False,,False,,True,True,False,False,False
457,P26010,True,,False,,False,,True,False,False,False,False
458,P26012,True,,False,,False,,True,False,False,False,False
459,P26441,False,,False,,True,cytokine,False,True,False,False,False
460,P26715,True,KLR_add,False,,False,,True,False,False,False,False
461,P26717,True,KLR_add,False,,False,,True,False,False,False,False
462,P26718,True,KLR_add,False,,False,,True,False,False,False,False
463,P26842,True,Cytokine_receptor_add,False,,False,,True,False,False,False,False
464,P26951,True,Cytokine_receptor_add,False,,False,,True,False,False,False,False
465,P26992,True,,False,,False,,True,False,False,False,False
466,P27037,True,,False,,False,,True,False,False,False,False
467,P27487,True,,False,,False,,True,True,False,False,False
468,P27539,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
469,P27930,True,Cytokine_receptor_add,False,,True,Cytokine,True,True,False,False,False
470,P28221,True,,False,,False,,True,False,False,False,False
471,P28222,True,,False,,False,,True,False,False,False,False
472,P28223,True,,False,,False,,True,False,False,False,False
473,P28335,True,,False,,False,,True,False,False,False,False
474,P28336,True,,False,,False,,True,False,False,False,False
475,P28566,True,,False,,False,,True,False,False,False,False
476,P28906,False,,False,,False,,True,False,False,False,False
477,P28907,True,,False,,False,,True,False,False,False,False
478,P28908,True,TNF_receptor_add,False,,False,,True,False,False,False,False
479,P29274,True,,False,,False,,True,False,False,False,False
480,P29275,True,,False,,False,,True,False,False,False,False
481,P29317,True,,False,,False,,True,False,False,False,False
482,P29320,True,,False,,False,,True,True,False,False,False
483,P29322,True,,False,,False,,True,False,False,False,False
484,P29323,True,,False,,False,,True,False,False,False,False
485,P29371,True,,False,,False,,True,False,False,False,False
486,P29459,False,,False,,True,Growthfactor | Cytokine,False,True,False,False,False
487,P29460,False,,False,,True,Cytokine,False,True,False,False,False
488,P29965,False,,False,,True,Cytokine,True,True,False,False,False
489,P30203,False,,False,,False,,True,True,False,False,False
490,P30411,True,,False,,False,,True,False,False,False,False
